id,title,category,amount,date,isEssential,note
218,Netflix 4K UltraHD Subscription,Fun,649.00,2025-02-19,false,Monthly family tier streaming account (Recorded on 2025-02-19)
219,Express International Courier,Other,965.90,2025-02-19,true,Expedited legal document international courier parcel (Recorded on 2025-02-19)
220,Electricity Power Utility,Bills,4230.94,2025-02-19,true,Monthly household air conditioning electricity bill (Recorded on 2025-02-19)
221,PlayStation Store RPG Purchase,Fun,3357.88,2025-02-20,false,Digital deluxe collector edition open world game (Recorded on 2025-02-20)
222,Chai & Samosa Corner,Food,53.92,2025-02-20,true,Evening masala tea with team members (Recorded on 2025-02-20)
223,Swiggy Lunch Box,Food,316.01,2025-02-20,false,Office lunch meal with drink (Recorded on 2025-02-20)
224,Apple Store MagSafe Battery,Shopping,10636.92,2025-02-20,false,Official magnetic fast wireless battery pack (Recorded on 2025-02-20)
225,Uber Premier Commute,Transport,995.36,2025-02-21,false,Airport ride terminal 2 business flight (Recorded on 2025-02-21)
226,Charity Foundation Contribution,Other,2761.88,2025-02-21,false,Monthly child education and midday meal sponsorship (Recorded on 2025-02-21)
227,Amazon Tech Essentials,Shopping,1479.95,2025-02-21,true,USB-C multi-port hub; braided cables & adapter (Recorded on 2025-02-21)
228,Dry Cleaning & Garment Care,Other,1586.54,2025-02-21,true,Winter wool coats; formal suits and blazers clean (Recorded on 2025-02-21)
229,Language Mastery Application,Learn,2073.08,2025-02-21,false,Annual conversational language learning subscription (Recorded on 2025-02-21)
230,Zara Linen Summer Collection,Shopping,5291.23,2025-02-22,false,Breathable cotton casual button-up shirts (Recorded on 2025-02-22)
231,Electricity Power Utility,Bills,4779.32,2025-02-22,true,Monthly household air conditioning electricity bill (Recorded on 2025-02-22)
232,Tech Conference Full Pass,Learn,7480.63,2025-02-23,true,Annual developer engineering summit registration (Recorded on 2025-02-23)
233,Spotify Premium Family Plan,Fun,1799.00,2025-02-23,false,Annual ad-free multi-user music streaming (Recorded on 2025-02-23)
234,Language Mastery Application,Learn,2907.50,2025-02-24,false,Annual conversational language learning subscription (Recorded on 2025-02-24)
235,iCloud / Google Cloud Storage,Bills,650.00,2025-02-24,true,2TB unified encrypted cloud backup subscription (Recorded on 2025-02-24)
236,Coursera AI Specialization,Learn,4567.63,2025-02-24,true,Machine learning and deep neural networks lab (Recorded on 2025-02-24)
237,Bakery Artisanal Bread & Pastry,Food,487.23,2025-02-24,true,Morning bakery supplies and sourdough loaf (Recorded on 2025-02-24)
238,Auto Rickshaw Meter Fare,Transport,135.06,2025-02-24,true,Local city transit to metro station (Recorded on 2025-02-24)
239,LPG Cooking Gas Cylinder Refill,Bills,858.12,2025-02-24,true,Indane domestic LPG home delivery (Recorded on 2025-02-24)
240,Uniqlo Airism Essentials,Shopping,1372.65,2025-02-25,true,Innerwear; cooling undershirts and crew socks (Recorded on 2025-02-25)
241,Blinkit Quick Delivery,Food,246.14,2025-02-25,false,Midnight craving snacks; chocolate and ice cream (Recorded on 2025-02-25)
242,Express International Courier,Other,377.74,2025-02-25,true,Expedited legal document international courier parcel (Recorded on 2025-02-25)
243,LPG Cooking Gas Cylinder Refill,Bills,935.96,2025-02-26,true,Indane domestic LPG home delivery (Recorded on 2025-02-26)
244,Auto Rickshaw Meter Fare,Transport,170.87,2025-02-26,true,Local city transit to metro station (Recorded on 2025-02-26)
245,Go-Karting Speedway Grand Prix,Fun,1729.55,2025-02-26,false,Weekend competitive racing sessions with group (Recorded on 2025-02-26)
246,Board Game Pub & Cafe,Fun,821.34,2025-02-26,false,Strategy game night craft beers and nacho platters (Recorded on 2025-02-26)
247,Amazon Tech Essentials,Shopping,1036.23,2025-02-27,true,USB-C multi-port hub; braided cables & adapter (Recorded on 2025-02-27)
248,Society Apartment Maintenance,Bills,4922.60,2025-02-27,true,Monthly housing security; backup generator & lift fee (Recorded on 2025-02-27)
249,Municipal Water Authority,Bills,412.18,2025-02-27,true,Quarterly residential piped water supply charges (Recorded on 2025-02-27)
250,LPG Cooking Gas Cylinder Refill,Bills,890.25,2025-02-27,true,Indane domestic LPG home delivery (Recorded on 2025-02-27)
251,Charity Foundation Contribution,Other,1321.77,2025-02-28,false,Monthly child education and midday meal sponsorship (Recorded on 2025-02-28)
252,Blinkit Quick Delivery,Food,325.67,2025-02-28,false,Midnight craving snacks; chocolate and ice cream (Recorded on 2025-02-28)
253,Electricity Power Utility,Bills,1710.51,2025-02-28,true,Monthly household air conditioning electricity bill (Recorded on 2025-02-28)
254,Zomato Weekend Dinner,Food,1722.00,2025-02-28,false,Family gourmet pizza and pasta treat (Recorded on 2025-02-28)
255,Friend Wedding / Birthday Gift,Other,5757.55,2025-03-01,false,Custom engraved stainless steel wristwatch with box (Recorded on 2025-03-01)
256,Airtel 5G Fiber Broadband,Bills,1497.47,2025-03-01,true,1 Gbps symmetrical unlimited high-speed fiber plan (Recorded on 2025-03-01)
257,Language Mastery Application,Learn,2968.06,2025-03-01,false,Annual conversational language learning subscription (Recorded on 2025-03-01)
258,Diagnostic Comprehensive Blood Panel,Health,2966.61,2025-03-02,true,Full body health checkup; liver and lipid profile (Recorded on 2025-03-02)
259,Shell Petrol Station Fuel,Transport,3258.55,2025-03-02,true,Full tank unleaded petrol for vehicle (Recorded on 2025-03-02)
260,Express International Courier,Other,913.20,2025-03-02,true,Expedited legal document international courier parcel (Recorded on 2025-03-02)
261,Tech Conference Full Pass,Learn,4683.49,2025-03-02,true,Annual developer engineering summit registration (Recorded on 2025-03-02)
262,City Mall Parking Fee,Transport,150.48,2025-03-02,false,Multi-level basement underground parking validation (Recorded on 2025-03-02)
263,Tech Conference Full Pass,Learn,8624.64,2025-03-03,true,Annual developer engineering summit registration (Recorded on 2025-03-03)
264,Chai & Samosa Corner,Food,90.82,2025-03-03,true,Evening masala tea with team members (Recorded on 2025-03-03)
265,Concert Live Music Festival,Fun,5308.90,2025-03-04,false,Weekend rock concert arena general admission pass (Recorded on 2025-03-04)
266,Charity Foundation Contribution,Other,4039.96,2025-03-04,false,Monthly child education and midday meal sponsorship (Recorded on 2025-03-04)
267,Society Apartment Maintenance,Bills,3501.33,2025-03-05,true,Monthly housing security; backup generator & lift fee (Recorded on 2025-03-05)
268,Municipal Water Authority,Bills,790.42,2025-03-05,true,Quarterly residential piped water supply charges (Recorded on 2025-03-05)
269,Dry Cleaning & Garment Care,Other,634.64,2025-03-05,true,Winter wool coats; formal suits and blazers clean (Recorded on 2025-03-05)
270,Board Game Pub & Cafe,Fun,832.13,2025-03-06,false,Strategy game night craft beers and nacho platters (Recorded on 2025-03-06)
271,Chai & Samosa Corner,Food,84.88,2025-03-06,true,Evening masala tea with team members (Recorded on 2025-03-06)
272,Spotify Premium Family Plan,Fun,1799.00,2025-03-06,false,Annual ad-free multi-user music streaming (Recorded on 2025-03-06)
273,IRCTC Executive Train Ticket,Transport,2323.24,2025-03-06,true,Intercity executive AC chair car reservation (Recorded on 2025-03-06)
274,Nike Marathon Running Shoes,Shopping,12460.22,2025-03-06,false,Long distance training air zoom cushion sneakers (Recorded on 2025-03-06)
275,Society Apartment Maintenance,Bills,4822.45,2025-03-06,true,Monthly housing security; backup generator & lift fee (Recorded on 2025-03-06)
276,Charity Foundation Contribution,Other,1974.92,2025-03-07,false,Monthly child education and midday meal sponsorship (Recorded on 2025-03-07)
277,Nike Marathon Running Shoes,Shopping,6523.88,2025-03-07,false,Long distance training air zoom cushion sneakers (Recorded on 2025-03-07)
278,Neighborhood Hardware Store,Shopping,409.34,2025-03-07,true,Stainless screws; drywall anchors; drill accessories (Recorded on 2025-03-07)
279,Coursera AI Specialization,Learn,4933.25,2025-03-07,true,Machine learning and deep neural networks lab (Recorded on 2025-03-07)
280,iCloud / Google Cloud Storage,Bills,650.00,2025-03-07,true,2TB unified encrypted cloud backup subscription (Recorded on 2025-03-07)
281,LPG Cooking Gas Cylinder Refill,Bills,879.86,2025-03-08,true,Indane domestic LPG home delivery (Recorded on 2025-03-08)
282,Deep Home Sanitization Service,Other,3393.09,2025-03-08,true,Quarterly professional deep house cleaning and scrub (Recorded on 2025-03-08)
283,Cult.fit Fitness Gym Pass,Health,7259.59,2025-03-09,true,Quarterly fitness center gym and yoga pass (Recorded on 2025-03-09)
284,Language Mastery Application,Learn,2931.85,2025-03-09,false,Annual conversational language learning subscription (Recorded on 2025-03-09)
285,Board Game Pub & Cafe,Fun,924.63,2025-03-09,false,Strategy game night craft beers and nacho platters (Recorded on 2025-03-09)
286,Udemy Masterclass Bootcamp,Learn,1383.81,2025-03-09,true,Full-stack distributed cloud architecture video course (Recorded on 2025-03-09)
287,Kindle Technical E-Books,Learn,688.63,2025-03-09,true,Software engineering architecture & financial books (Recorded on 2025-03-09)
288,Language Mastery Application,Learn,2987.41,2025-03-10,false,Annual conversational language learning subscription (Recorded on 2025-03-10)
289,Nike Marathon Running Shoes,Shopping,12717.60,2025-03-10,false,Long distance training air zoom cushion sneakers (Recorded on 2025-03-10)
290,Uniqlo Airism Essentials,Shopping,3420.31,2025-03-10,true,Innerwear; cooling undershirts and crew socks (Recorded on 2025-03-10)
291,Apollo Pharmacy Prescription,Health,1630.16,2025-03-10,true,Prescription medication; vitamin D3 & omega-3 (Recorded on 2025-03-10)
292,Dry Cleaning & Garment Care,Other,1231.14,2025-03-10,true,Winter wool coats; formal suits and blazers clean (Recorded on 2025-03-10)
293,Starbucks Latte & Croissant,Food,554.99,2025-03-11,false,Meeting client over coffee & cookies (Recorded on 2025-03-11)
294,Amazon Tech Essentials,Shopping,1979.30,2025-03-11,true,USB-C multi-port hub; braided cables & adapter (Recorded on 2025-03-11)
295,Mobile 5G Postpaid Plan,Bills,1110.63,2025-03-11,true,Unlimited 5G corporate postpaid phone plan (Recorded on 2025-03-11)
296,Kindle Technical E-Books,Learn,1088.82,2025-03-11,true,Software engineering architecture & financial books (Recorded on 2025-03-11)
297,Coursera AI Specialization,Learn,4625.80,2025-03-11,true,Machine learning and deep neural networks lab (Recorded on 2025-03-11)
298,Bakery Artisanal Bread & Pastry,Food,201.89,2025-03-12,true,Morning bakery supplies and sourdough loaf (Recorded on 2025-03-12)
299,Airtel 5G Fiber Broadband,Bills,1372.38,2025-03-12,true,1 Gbps symmetrical unlimited high-speed fiber plan (Recorded on 2025-03-12)
300,Kindle Technical E-Books,Learn,1020.28,2025-03-12,true,Software engineering architecture & financial books (Recorded on 2025-03-12)
301,IRCTC Executive Train Ticket,Transport,1191.23,2025-03-12,true,Intercity executive AC chair car reservation (Recorded on 2025-03-12)
302,Electricity Power Utility,Bills,1556.37,2025-03-12,true,Monthly household air conditioning electricity bill (Recorded on 2025-03-12)
303,Mobile 5G Postpaid Plan,Bills,986.42,2025-03-13,true,Unlimited 5G corporate postpaid phone plan (Recorded on 2025-03-13)
304,Zara Linen Summer Collection,Shopping,4255.32,2025-03-13,false,Breathable cotton casual button-up shirts (Recorded on 2025-03-13)
305,Zara Linen Summer Collection,Shopping,2937.76,2025-03-14,false,Breathable cotton casual button-up shirts (Recorded on 2025-03-14)
306,Tech Conference Full Pass,Learn,7915.67,2025-03-14,true,Annual developer engineering summit registration (Recorded on 2025-03-14)
307,Friend Wedding / Birthday Gift,Other,3215.59,2025-03-14,false,Custom engraved stainless steel wristwatch with box (Recorded on 2025-03-14)
308,Express International Courier,Other,740.63,2025-03-14,true,Expedited legal document international courier parcel (Recorded on 2025-03-14)
309,Fine Dining Restaurant,Food,8857.86,2025-03-14,false,Special anniversary dinner buffet (Recorded on 2025-03-14)
310,Amazon Tech Essentials,Shopping,1915.42,2025-03-14,true,USB-C multi-port hub; braided cables & adapter (Recorded on 2025-03-14)
311,LPG Cooking Gas Cylinder Refill,Bills,946.20,2025-03-15,true,Indane domestic LPG home delivery (Recorded on 2025-03-15)
312,Municipal Water Authority,Bills,772.65,2025-03-15,true,Quarterly residential piped water supply charges (Recorded on 2025-03-15)
313,Go-Karting Speedway Grand Prix,Fun,3206.67,2025-03-15,false,Weekend competitive racing sessions with group (Recorded on 2025-03-15)
314,Auto Rickshaw Meter Fare,Transport,105.76,2025-03-15,true,Local city transit to metro station (Recorded on 2025-03-15)
315,LPG Cooking Gas Cylinder Refill,Bills,879.52,2025-03-16,true,Indane domestic LPG home delivery (Recorded on 2025-03-16)
316,Coursera AI Specialization,Learn,4007.10,2025-03-16,true,Machine learning and deep neural networks lab (Recorded on 2025-03-16)
317,Bakery Artisanal Bread & Pastry,Food,418.46,2025-03-16,true,Morning bakery supplies and sourdough loaf (Recorded on 2025-03-16)
318,iCloud / Google Cloud Storage,Bills,650.00,2025-03-16,true,2TB unified encrypted cloud backup subscription (Recorded on 2025-03-16)
319,Dental Scaling & Oral Checkup,Health,2027.60,2025-03-17,true,Bi-annual preventive dental cleaning and exam (Recorded on 2025-03-17)
320,LPG Cooking Gas Cylinder Refill,Bills,925.56,2025-03-17,true,Indane domestic LPG home delivery (Recorded on 2025-03-17)
321,Apple Store MagSafe Battery,Shopping,9094.33,2025-03-17,false,Official magnetic fast wireless battery pack (Recorded on 2025-03-17)
322,iCloud / Google Cloud Storage,Bills,650.00,2025-03-18,true,2TB unified encrypted cloud backup subscription (Recorded on 2025-03-18)
323,Dry Cleaning & Garment Care,Other,1295.49,2025-03-18,true,Winter wool coats; formal suits and blazers clean (Recorded on 2025-03-18)
324,Expressway FASTag Toll,Transport,396.03,2025-03-19,true,State expressway toll automated electronic debit (Recorded on 2025-03-19)
325,Udemy Masterclass Bootcamp,Learn,859.64,2025-03-19,true,Full-stack distributed cloud architecture video course (Recorded on 2025-03-19)
326,Physiotherapy Posture Rehab,Health,1151.26,2025-03-19,true,Spine and cervical posture rehab therapy session (Recorded on 2025-03-19)
327,IKEA Modular Desk Organizers,Shopping,6984.21,2025-03-20,false,Desk cable management units; drawer trays & LED (Recorded on 2025-03-20)
328,Express International Courier,Other,984.58,2025-03-20,true,Expedited legal document international courier parcel (Recorded on 2025-03-20)
329,Apollo Pharmacy Prescription,Health,1082.25,2025-03-20,true,Prescription medication; vitamin D3 & omega-3 (Recorded on 2025-03-20)
330,Shell Petrol Station Fuel,Transport,4234.55,2025-03-20,true,Full tank unleaded petrol for vehicle (Recorded on 2025-03-20)
331,Tech Conference Full Pass,Learn,6328.88,2025-03-21,true,Annual developer engineering summit registration (Recorded on 2025-03-21)
332,Kindle Technical E-Books,Learn,648.34,2025-03-21,true,Software engineering architecture & financial books (Recorded on 2025-03-21)
333,IRCTC Executive Train Ticket,Transport,1484.45,2025-03-21,true,Intercity executive AC chair car reservation (Recorded on 2025-03-21)
334,Coursera AI Specialization,Learn,4107.35,2025-03-22,true,Machine learning and deep neural networks lab (Recorded on 2025-03-22)
335,Go-Karting Speedway Grand Prix,Fun,1550.05,2025-03-22,false,Weekend competitive racing sessions with group (Recorded on 2025-03-22)
336,Physiotherapy Posture Rehab,Health,954.96,2025-03-22,true,Spine and cervical posture rehab therapy session (Recorded on 2025-03-22)
337,IRCTC Executive Train Ticket,Transport,2268.61,2025-03-22,true,Intercity executive AC chair car reservation (Recorded on 2025-03-22)
